subscription_id,user_id,plan,start_date,end_date,mrr,payment_method
sub_02125,u_05328,enterprise,2026-03-08,,249.0,paypal
sub_02126,u_05331,pro,2026-04-06,,79.0,bank_transfer
sub_02127,u_05333,basic,2026-04-09,,26.1,credit_card
sub_02128,u_05335,basic,2025-06-01,,26.1,paypal
sub_02129,u_05340,basic,2025-10-01,,23.2,bank_transfer
sub_02130,u_05344,basic,2025-06-01,,29.0,paypal
sub_02131,u_05345,basic,2026-02-08,,29.0,credit_card
sub_02132,u_05349,basic,2025-12-11,,29.0,credit_card
sub_02133,u_05352,basic,2026-04-12,,29.0,credit_card
sub_02134,u_05353,pro,2026-02-08,,71.1,paypal
sub_02135,u_05355,basic,2026-03-17,,29.0,bank_transfer
sub_02136,u_05357,pro,2025-06-01,,79.0,credit_card
sub_02137,u_05360,pro,2026-01-17,,79.0,credit_card
sub_02138,u_05364,basic,2026-02-15,,26.1,bank_transfer
sub_02139,u_05366,pro,2026-01-14,,79.0,paypal
sub_02140,u_05371,basic,2026-03-30,,26.1,credit_card
sub_02141,u_05372,basic,2026-03-10,,29.0,bank_transfer
sub_02142,u_05375,basic,2025-10-13,,29.0,credit_card
sub_02143,u_05376,basic,2026-01-26,,26.1,credit_card
sub_02144,u_05377,basic,2026-04-01,,23.2,credit_card
sub_02145,u_05378,basic,2025-10-02,,23.2,paypal
sub_02146,u_05380,pro,2026-04-25,,63.2,credit_card
sub_02147,u_05383,basic,2026-05-30,,29.0,credit_card
sub_02148,u_05384,pro,2025-12-30,,79.0,credit_card
sub_02149,u_05385,basic,2026-02-16,,29.0,bank_transfer
sub_02150,u_05389,pro,2025-08-15,,79.0,credit_card
sub_02151,u_05391,basic,2026-01-29,,23.2,credit_card
sub_02152,u_05393,basic,2026-01-24,,29.0,bank_transfer
sub_02153,u_05394,pro,2025-11-28,,79.0,credit_card
sub_02154,u_05397,basic,2026-03-03,,29.0,credit_card
sub_02155,u_05399,basic,2025-08-11,,29.0,paypal
sub_02156,u_05400,basic,2026-04-21,,23.2,credit_card
sub_02157,u_05402,basic,2025-06-01,,29.0,credit_card
sub_02158,u_05404,pro,2026-03-30,2026-05-31,63.2,credit_card
sub_02159,u_05406,basic,2025-06-01,,29.0,paypal
sub_02160,u_05410,basic,2025-12-13,,29.0,credit_card
sub_02161,u_05412,pro,2025-11-18,,79.0,credit_card
sub_02162,u_05414,basic,2026-05-24,,29.0,credit_card
sub_02163,u_05415,basic,2026-03-21,,26.1,paypal
sub_02164,u_05421,basic,2026-04-08,,29.0,credit_card
sub_02165,u_05423,basic,2026-03-15,,23.2,credit_card
sub_02166,u_05424,pro,2026-03-07,,63.2,paypal
sub_02167,u_05426,basic,2025-06-01,,26.1,credit_card
sub_02168,u_05428,pro,2025-12-16,,79.0,credit_card
sub_02169,u_05430,basic,2026-01-15,,26.1,credit_card
sub_02170,u_05431,enterprise,2026-05-18,,199.2,credit_card
sub_02171,u_05433,basic,2026-05-22,,23.2,credit_card
sub_02172,u_05436,basic,2026-04-27,2026-05-04,23.2,paypal
sub_02173,u_05438,basic,2026-05-27,,26.1,paypal
sub_02174,u_05440,pro,2026-03-03,,79.0,credit_card
sub_02175,u_05452,enterprise,2026-04-27,,249.0,paypal
sub_02176,u_05456,pro,2026-03-26,,71.1,bank_transfer
sub_02177,u_05458,basic,2025-06-01,,26.1,paypal
sub_02178,u_05461,basic,2026-04-21,,29.0,bank_transfer
sub_02179,u_05464,basic,2026-04-16,,26.1,credit_card
sub_02180,u_05465,basic,2026-02-18,,29.0,credit_card
sub_02181,u_05466,pro,2025-10-25,,63.2,credit_card
sub_02182,u_05467,basic,2025-08-20,,29.0,credit_card
sub_02183,u_05468,basic,2025-09-02,,29.0,paypal
sub_02184,u_05469,basic,2026-03-28,,29.0,paypal
sub_02185,u_05471,basic,2026-04-07,,29.0,credit_card
sub_02186,u_05472,basic,2026-05-22,,26.1,paypal
sub_02187,u_05476,basic,2026-04-03,,23.2,credit_card
sub_02188,u_05478,enterprise,2025-11-01,2025-11-12,249.0,credit_card
sub_02189,u_05480,basic,2025-09-30,,29.0,credit_card
sub_02190,u_05482,basic,2026-03-06,,29.0,credit_card
sub_02191,u_05483,basic,2025-11-23,,29.0,credit_card
sub_02192,u_05484,basic,2025-12-11,,29.0,credit_card
sub_02193,u_05485,basic,2025-06-01,,29.0,paypal
sub_02194,u_05486,pro,2026-04-24,,79.0,credit_card
sub_02195,u_05489,basic,2025-06-06,2025-06-17,29.0,credit_card
sub_02196,u_05495,basic,2026-04-02,,26.1,credit_card
sub_02197,u_05499,pro,2026-01-06,,79.0,paypal
sub_02198,u_05500,enterprise,2026-02-14,,249.0,paypal
sub_02199,u_05501,basic,2026-05-24,,23.2,paypal
sub_02200,u_05503,pro,2026-02-22,,63.2,credit_card
sub_02201,u_05504,basic,2026-04-07,2026-05-05,26.1,credit_card
sub_02202,u_05505,basic,2026-05-02,,29.0,credit_card
sub_02203,u_05506,basic,2026-02-18,,29.0,credit_card
sub_02204,u_05511,basic,2025-06-01,,29.0,paypal
sub_02205,u_05512,pro,2025-08-10,,71.1,bank_transfer
sub_02206,u_05513,basic,2025-12-03,,23.2,bank_transfer
sub_02207,u_05519,basic,2026-01-01,,26.1,credit_card
sub_02208,u_05521,enterprise,2026-01-26,,224.1,credit_card
sub_02209,u_05523,basic,2026-03-03,,26.1,paypal
sub_02210,u_05526,basic,2026-01-03,,29.0,credit_card
sub_02211,u_05527,basic,2026-05-19,,29.0,credit_card
sub_02212,u_05531,basic,2026-05-11,,29.0,paypal
sub_02213,u_05532,pro,2025-12-11,,79.0,paypal
sub_02214,u_05535,pro,2026-05-15,,79.0,paypal
sub_02215,u_05537,basic,2025-07-30,,23.2,paypal
sub_02216,u_05543,basic,2025-09-17,,29.0,credit_card
sub_02217,u_05544,basic,2026-01-08,,23.2,paypal
sub_02218,u_05545,basic,2026-05-20,,23.2,credit_card
sub_02219,u_05546,basic,2026-05-14,,29.0,paypal
sub_02220,u_05549,basic,2026-05-10,,26.1,credit_card
sub_02221,u_05555,basic,2025-12-02,,29.0,credit_card
sub_02222,u_05556,pro,2026-05-14,,79.0,bank_transfer
sub_02223,u_05557,pro,2025-11-19,,71.1,paypal
sub_02224,u_05558,pro,2026-04-15,,71.1,paypal
sub_02225,u_05559,pro,2026-01-03,,79.0,credit_card
sub_02226,u_05562,basic,2026-04-17,,29.0,credit_card
sub_02227,u_05570,pro,2025-06-01,,71.1,paypal
sub_02228,u_05572,pro,2025-09-22,,79.0,credit_card
sub_02229,u_05577,basic,2025-06-01,,29.0,credit_card
sub_02230,u_05578,basic,2025-06-12,,29.0,paypal
sub_02231,u_05579,basic,2026-03-08,,29.0,credit_card
sub_02232,u_05580,pro,2026-05-26,,79.0,credit_card
sub_02233,u_05590,basic,2026-04-07,,29.0,credit_card
sub_02234,u_05591,basic,2026-02-12,,29.0,credit_card
sub_02235,u_05592,basic,2026-05-22,,29.0,paypal
sub_02236,u_05593,basic,2025-06-01,,29.0,credit_card
sub_02237,u_05597,basic,2025-12-15,,29.0,credit_card
sub_02238,u_05598,basic,2025-12-24,,29.0,credit_card
sub_02239,u_05601,enterprise,2026-04-06,,249.0,credit_card
sub_02240,u_05603,basic,2025-12-27,,26.1,credit_card
sub_02241,u_05606,basic,2025-08-08,,29.0,credit_card
sub_02242,u_05607,basic,2025-07-13,,26.1,paypal
sub_02243,u_05608,basic,2026-03-06,,29.0,credit_card
sub_02244,u_05611,basic,2025-12-21,,26.1,credit_card
sub_02245,u_05614,pro,2026-03-13,,79.0,paypal
sub_02246,u_05617,basic,2026-04-21,,29.0,paypal
sub_02247,u_05618,enterprise,2026-02-04,,224.1,credit_card
sub_02248,u_05621,basic,2025-06-13,,29.0,credit_card
sub_02249,u_05622,basic,2025-09-23,2025-09-30,23.2,credit_card
sub_02250,u_05623,basic,2025-11-05,,29.0,credit_card
sub_02251,u_05626,basic,2026-03-09,,23.2,credit_card
sub_02252,u_05627,pro,2026-03-31,,63.2,credit_card
sub_02253,u_05628,pro,2026-02-05,,71.1,credit_card
sub_02254,u_05632,enterprise,2026-05-01,,224.1,paypal
sub_02255,u_05633,basic,2026-05-01,,23.2,paypal
sub_02256,u_05638,basic,2026-05-29,,23.2,credit_card
sub_02257,u_05639,basic,2026-05-24,,29.0,credit_card
sub_02258,u_05642,pro,2026-04-04,,79.0,credit_card
sub_02259,u_05645,pro,2026-04-15,,79.0,credit_card
sub_02260,u_05646,basic,2026-05-28,,29.0,credit_card
sub_02261,u_05647,basic,2025-11-19,,23.2,credit_card
sub_02262,u_05652,basic,2026-04-28,,29.0,credit_card
sub_02263,u_05654,basic,2026-05-12,,29.0,credit_card
sub_02264,u_05657,enterprise,2025-08-20,,249.0,credit_card
sub_02265,u_05664,basic,2026-01-11,,29.0,credit_card
sub_02266,u_05665,basic,2025-10-22,,26.1,paypal
sub_02267,u_05668,basic,2026-05-23,,29.0,paypal
sub_02268,u_05670,basic,2025-08-27,,29.0,paypal
sub_02269,u_05671,basic,2026-04-12,,23.2,credit_card
sub_02270,u_05673,basic,2026-04-07,,26.1,credit_card
sub_02271,u_05674,pro,2025-06-01,,63.2,credit_card
sub_02272,u_05675,basic,2026-05-27,,23.2,credit_card
sub_02273,u_05678,pro,2025-12-01,,63.2,paypal
sub_02274,u_05680,basic,2026-04-22,,29.0,credit_card
sub_02275,u_05683,basic,2026-04-27,,29.0,bank_transfer
sub_02276,u_05684,basic,2026-05-09,,23.2,credit_card
sub_02277,u_05685,basic,2025-11-05,,29.0,credit_card
sub_02278,u_05686,pro,2026-02-19,,71.1,credit_card
sub_02279,u_05689,pro,2025-12-31,,63.2,paypal
sub_02280,u_05691,basic,2026-05-07,,26.1,credit_card
sub_02281,u_05696,pro,2026-03-06,,79.0,credit_card
sub_02282,u_05697,basic,2026-03-17,,29.0,credit_card
sub_02283,u_05698,basic,2025-06-01,,26.1,credit_card
sub_02284,u_05711,pro,2025-06-01,,79.0,credit_card
sub_02285,u_05713,pro,2025-06-01,,63.2,paypal
sub_02286,u_05715,pro,2026-04-09,,79.0,paypal
sub_02287,u_05717,basic,2026-04-09,2026-04-29,29.0,credit_card
sub_02288,u_05719,basic,2026-05-09,,29.0,credit_card
sub_02289,u_05722,basic,2025-10-12,,29.0,credit_card
sub_02290,u_05724,pro,2026-05-11,,63.2,credit_card
sub_02291,u_05727,basic,2026-05-17,,23.2,paypal
sub_02292,u_05730,basic,2025-09-23,,29.0,credit_card
sub_02293,u_05731,basic,2026-03-29,,23.2,credit_card
sub_02294,u_05732,pro,2025-12-27,,79.0,bank_transfer
sub_02295,u_05737,basic,2026-04-16,,26.1,credit_card
sub_02296,u_05741,basic,2026-01-29,,29.0,credit_card
sub_02297,u_05742,pro,2025-09-13,2025-09-26,71.1,bank_transfer
sub_02298,u_05743,basic,2025-06-01,,29.0,paypal
sub_02299,u_05745,basic,2025-12-11,,23.2,paypal
sub_02300,u_05746,basic,2025-12-19,,29.0,credit_card
sub_02301,u_05751,basic,2025-10-10,,29.0,paypal
sub_02302,u_05754,pro,2025-06-15,,79.0,credit_card
sub_02303,u_05755,basic,2026-03-22,,29.0,credit_card
sub_02304,u_05756,basic,2026-01-06,,29.0,credit_card
sub_02305,u_05766,basic,2026-04-19,2026-05-28,23.2,paypal
sub_02306,u_05767,basic,2026-05-21,,26.1,credit_card
sub_02307,u_05773,pro,2025-11-27,,63.2,credit_card
sub_02308,u_05774,enterprise,2026-05-27,,224.1,paypal
sub_02309,u_05775,basic,2026-03-24,,29.0,credit_card
sub_02310,u_05776,pro,2026-01-08,,79.0,credit_card
sub_02311,u_05777,basic,2026-05-09,,26.1,paypal
sub_02312,u_05779,enterprise,2026-04-22,,249.0,credit_card
sub_02313,u_05781,basic,2026-03-17,,29.0,credit_card
sub_02314,u_05784,basic,2026-05-29,,29.0,paypal
sub_02315,u_05789,enterprise,2026-04-27,,249.0,credit_card
sub_02316,u_05790,basic,2026-04-17,,29.0,paypal
sub_02317,u_05793,basic,2025-06-05,,29.0,credit_card
sub_02318,u_05797,pro,2025-06-01,,71.1,credit_card
sub_02319,u_05807,basic,2025-06-01,,29.0,credit_card
sub_02320,u_05808,pro,2026-01-07,,79.0,paypal
sub_02321,u_05812,basic,2025-09-23,,23.2,paypal
sub_02322,u_05813,basic,2026-04-13,2026-05-31,26.1,paypal
sub_02323,u_05815,basic,2026-05-23,,29.0,credit_card
sub_02324,u_05816,basic,2026-05-13,,29.0,credit_card
sub_02325,u_05817,pro,2026-01-25,,79.0,paypal
sub_02326,u_05821,pro,2026-03-07,,79.0,credit_card
sub_02327,u_05822,basic,2025-12-03,,29.0,credit_card
sub_02328,u_05830,basic,2025-06-01,,26.1,credit_card
sub_02329,u_05834,basic,2025-10-12,,29.0,credit_card
sub_02330,u_05836,pro,2025-07-19,2025-10-06,63.2,credit_card
sub_02331,u_05838,pro,2026-01-17,,79.0,credit_card
sub_02332,u_05839,pro,2026-01-07,,79.0,credit_card
sub_02333,u_05841,pro,2026-05-09,,79.0,bank_transfer
sub_02334,u_05846,basic,2026-04-27,2026-05-11,26.1,paypal
sub_02335,u_05847,basic,2025-11-19,,23.2,paypal
sub_02336,u_05851,basic,2025-06-01,,29.0,credit_card
sub_02337,u_05853,pro,2025-08-14,,79.0,credit_card
sub_02338,u_05856,pro,2026-05-09,,71.1,credit_card
sub_02339,u_05861,enterprise,2026-02-14,,249.0,credit_card
sub_02340,u_05866,basic,2025-11-21,,26.1,credit_card
sub_02341,u_05867,pro,2026-04-23,,79.0,credit_card
sub_02342,u_05868,pro,2025-09-29,,79.0,credit_card
sub_02343,u_05872,basic,2026-01-08,,29.0,credit_card
sub_02344,u_05875,pro,2026-04-18,,71.1,credit_card
sub_02345,u_05884,basic,2026-02-25,,29.0,bank_transfer
sub_02346,u_05886,basic,2026-01-30,,29.0,credit_card
sub_02347,u_05889,pro,2026-03-05,,63.2,credit_card
sub_02348,u_05892,pro,2026-02-22,,79.0,credit_card
sub_02349,u_05896,basic,2025-06-07,,26.1,paypal
sub_02350,u_05897,pro,2026-04-02,,79.0,paypal
sub_02351,u_05906,pro,2026-03-06,,79.0,credit_card
sub_02352,u_05910,pro,2026-03-17,,63.2,credit_card
sub_02353,u_05911,basic,2025-06-01,,29.0,credit_card
sub_02354,u_05912,basic,2025-12-02,,26.1,credit_card
sub_02355,u_05914,basic,2026-02-14,,26.1,credit_card
sub_02356,u_05918,basic,2026-04-13,,29.0,credit_card
sub_02357,u_05919,basic,2026-01-23,,29.0,credit_card
sub_02358,u_05920,pro,2026-05-15,,79.0,credit_card
sub_02359,u_05921,pro,2025-06-01,,79.0,credit_card
sub_02360,u_05925,pro,2025-11-28,,79.0,credit_card
sub_02361,u_05927,pro,2025-12-20,,63.2,credit_card
sub_02362,u_05932,pro,2026-04-20,,79.0,credit_card
sub_02363,u_05939,pro,2026-04-13,,63.2,credit_card
sub_02364,u_05947,basic,2026-05-30,,29.0,paypal
sub_02365,u_05949,basic,2025-09-19,,29.0,credit_card
sub_02366,u_05950,pro,2026-05-08,,79.0,credit_card
sub_02367,u_05955,basic,2026-01-10,,23.2,bank_transfer
sub_02368,u_05956,basic,2026-04-08,,29.0,paypal
sub_02369,u_05961,basic,2025-06-01,,29.0,paypal
sub_02370,u_05964,basic,2026-02-24,,23.2,credit_card
sub_02371,u_05969,basic,2025-09-19,2025-10-13,26.1,paypal
sub_02372,u_05970,pro,2025-10-15,,79.0,credit_card
sub_02373,u_05972,pro,2025-10-05,2025-10-12,63.2,credit_card
sub_02374,u_05974,basic,2026-04-12,,29.0,credit_card
sub_02375,u_05975,pro,2025-06-01,,79.0,credit_card
sub_02376,u_05977,basic,2026-05-08,,29.0,credit_card
sub_02377,u_05980,basic,2026-01-01,,23.2,bank_transfer
sub_02378,u_05981,pro,2026-05-29,,79.0,credit_card
sub_02379,u_05982,pro,2025-06-01,,79.0,credit_card
sub_02380,u_05983,basic,2026-05-25,,26.1,credit_card
sub_02381,u_05986,enterprise,2026-01-30,,224.1,paypal
sub_02382,u_05988,basic,2025-12-23,,26.1,paypal
sub_02383,u_05990,basic,2026-05-30,,29.0,paypal
sub_02384,u_05992,enterprise,2026-03-03,,199.2,paypal
sub_02385,u_05994,pro,2026-05-21,,79.0,credit_card
sub_02386,u_05997,basic,2025-11-02,,29.0,credit_card
sub_02387,u_05998,basic,2026-02-24,,23.2,credit_card
sub_02388,u_05999,pro,2026-05-08,,79.0,credit_card
sub_02389,u_06004,enterprise,2026-05-07,,199.2,credit_card
sub_02390,u_06013,enterprise,2026-02-19,,224.1,credit_card
sub_02391,u_06016,enterprise,2026-05-11,,224.1,credit_card
sub_02392,u_06017,basic,2026-02-05,,23.2,credit_card
sub_02393,u_06018,enterprise,2026-02-05,,224.1,credit_card
sub_02394,u_06019,enterprise,2026-05-18,,224.1,credit_card
sub_02395,u_06021,basic,2025-08-25,,29.0,credit_card
sub_02396,u_06024,basic,2026-05-18,,29.0,credit_card
sub_02397,u_06026,basic,2025-08-02,,26.1,credit_card
sub_02398,u_06027,basic,2026-05-11,,26.1,credit_card
sub_02399,u_06029,pro,2026-05-16,,63.2,paypal
sub_02400,u_06032,pro,2025-10-17,,71.1,paypal
sub_02401,u_06034,basic,2026-01-03,,23.2,paypal
sub_02402,u_06037,basic,2025-08-03,,29.0,bank_transfer
sub_02403,u_06041,pro,2026-05-12,,79.0,bank_transfer
sub_02404,u_06043,pro,2026-05-06,2026-05-24,79.0,paypal
sub_02405,u_06045,basic,2025-11-05,,26.1,credit_card
sub_02406,u_06046,pro,2026-05-15,,71.1,credit_card
sub_02407,u_06049,basic,2025-06-01,,29.0,credit_card
sub_02408,u_06050,basic,2026-02-16,,29.0,paypal
sub_02409,u_06052,basic,2026-02-09,,29.0,credit_card
sub_02410,u_06053,basic,2026-03-20,,23.2,credit_card
sub_02411,u_06054,basic,2025-08-30,,23.2,credit_card
sub_02412,u_06055,basic,2026-02-22,,23.2,paypal
sub_02413,u_06057,enterprise,2026-02-22,,249.0,credit_card
sub_02414,u_06065,basic,2025-10-14,,26.1,bank_transfer
sub_02415,u_06072,enterprise,2026-05-05,,249.0,credit_card
sub_02416,u_06073,pro,2026-03-03,,79.0,credit_card
sub_02417,u_06074,pro,2026-04-08,,63.2,paypal
sub_02418,u_06078,basic,2026-02-04,,29.0,credit_card
sub_02419,u_06083,enterprise,2026-04-18,,249.0,credit_card
sub_02420,u_06084,basic,2026-04-21,,29.0,paypal
sub_02421,u_06085,basic,2026-03-03,,26.1,credit_card
sub_02422,u_06087,pro,2026-04-28,,71.1,paypal
sub_02423,u_06088,basic,2025-12-03,,29.0,paypal
sub_02424,u_06089,pro,2026-05-28,,79.0,credit_card
sub_02425,u_06092,basic,2026-04-01,,29.0,credit_card
sub_02426,u_06094,pro,2026-04-28,2026-05-31,79.0,credit_card
sub_02427,u_06095,enterprise,2025-11-15,,249.0,credit_card
sub_02428,u_06099,pro,2025-08-02,,71.1,paypal
sub_02429,u_06100,basic,2026-03-29,,26.1,credit_card
sub_02430,u_06104,basic,2026-05-12,,29.0,paypal
sub_02431,u_06107,basic,2026-05-19,,26.1,credit_card
sub_02432,u_06113,enterprise,2026-02-06,,249.0,credit_card
sub_02433,u_06114,basic,2026-04-16,,29.0,paypal
sub_02434,u_06115,pro,2025-12-06,,79.0,paypal
sub_02435,u_06116,pro,2025-12-26,,71.1,credit_card
sub_02436,u_06120,basic,2026-05-24,,29.0,paypal
sub_02437,u_06121,basic,2026-05-14,,26.1,paypal
sub_02438,u_06126,pro,2026-02-17,,79.0,credit_card
sub_02439,u_06128,pro,2026-05-08,,79.0,paypal
sub_02440,u_06130,basic,2026-03-24,,23.2,credit_card
sub_02441,u_06131,pro,2025-11-07,,79.0,credit_card
sub_02442,u_06132,pro,2026-02-08,,63.2,credit_card
sub_02443,u_06137,basic,2025-06-01,,23.2,credit_card
sub_02444,u_06138,pro,2026-01-04,,71.1,paypal
sub_02445,u_06142,pro,2026-05-15,,63.2,paypal
sub_02446,u_06143,enterprise,2025-08-01,,224.1,credit_card
sub_02447,u_06146,basic,2026-02-16,,26.1,bank_transfer
sub_02448,u_06147,basic,2026-02-23,2026-03-09,29.0,credit_card
sub_02449,u_06149,pro,2025-06-01,,79.0,credit_card
sub_02450,u_06150,enterprise,2026-01-25,,224.1,credit_card
sub_02451,u_06161,basic,2026-04-09,2026-04-22,26.1,credit_card
sub_02452,u_06162,basic,2026-04-20,,23.2,bank_transfer
sub_02453,u_06165,basic,2026-02-23,,29.0,credit_card
sub_02454,u_06167,enterprise,2025-06-01,,249.0,paypal
sub_02455,u_06169,basic,2026-05-09,,26.1,credit_card
sub_02456,u_06171,basic,2026-01-08,2026-01-15,26.1,bank_transfer
sub_02457,u_06172,pro,2026-05-23,,71.1,credit_card
sub_02458,u_06173,pro,2025-09-10,,79.0,paypal
sub_02459,u_06174,enterprise,2026-02-16,,199.2,credit_card
sub_02460,u_06180,pro,2026-01-20,,79.0,credit_card
sub_02461,u_06181,pro,2026-04-27,,79.0,credit_card
sub_02462,u_06185,basic,2025-10-07,,26.1,bank_transfer
sub_02463,u_06187,pro,2026-04-10,,79.0,paypal
sub_02464,u_06188,basic,2026-05-10,,29.0,credit_card
sub_02465,u_06189,basic,2026-05-09,,29.0,paypal
sub_02466,u_06192,pro,2025-10-21,,79.0,bank_transfer
sub_02467,u_06193,basic,2025-06-01,,29.0,credit_card
sub_02468,u_06194,enterprise,2025-12-11,,224.1,credit_card
sub_02469,u_06196,basic,2026-04-21,,29.0,bank_transfer
sub_02470,u_06198,basic,2026-04-27,,29.0,credit_card
sub_02471,u_06199,basic,2026-05-21,,29.0,credit_card
sub_02472,u_06200,basic,2025-12-06,,29.0,credit_card
sub_02473,u_06201,basic,2026-03-18,,29.0,paypal
sub_02474,u_06203,enterprise,2025-12-30,,249.0,credit_card
sub_02475,u_06204,enterprise,2026-05-18,,249.0,credit_card
sub_02476,u_06206,pro,2026-04-18,,79.0,credit_card
sub_02477,u_06208,basic,2026-03-18,,23.2,credit_card
sub_02478,u_06210,enterprise,2026-02-21,,249.0,bank_transfer
sub_02479,u_06215,basic,2025-10-07,,29.0,credit_card
sub_02480,u_06217,basic,2026-03-26,,29.0,credit_card
sub_02481,u_06218,enterprise,2026-03-24,,249.0,paypal
sub_02482,u_06219,basic,2026-05-08,,26.1,credit_card
sub_02483,u_06220,pro,2025-10-10,,79.0,bank_transfer
sub_02484,u_06225,pro,2026-01-07,,79.0,paypal
sub_02485,u_06227,pro,2025-06-01,,79.0,paypal
sub_02486,u_06229,basic,2026-03-20,,26.1,credit_card
sub_02487,u_06232,basic,2026-02-03,,29.0,credit_card
sub_02488,u_06234,basic,2026-03-23,,23.2,credit_card
sub_02489,u_06237,pro,2025-12-29,,79.0,paypal
sub_02490,u_06239,basic,2025-07-09,,29.0,credit_card
sub_02491,u_06241,basic,2026-05-17,,29.0,bank_transfer
sub_02492,u_06247,basic,2025-10-11,,29.0,credit_card
sub_02493,u_06248,basic,2025-11-27,,29.0,credit_card
sub_02494,u_06255,enterprise,2026-02-04,,224.1,credit_card
sub_02495,u_06256,basic,2026-01-11,,29.0,credit_card
sub_02496,u_06259,basic,2026-04-26,2026-05-21,29.0,credit_card
sub_02497,u_06261,basic,2025-08-27,,23.2,credit_card
sub_02498,u_06262,pro,2026-05-07,,79.0,credit_card
sub_02499,u_06265,basic,2026-02-19,,23.2,credit_card
sub_02500,u_06266,enterprise,2025-06-01,,249.0,paypal
sub_02501,u_06268,basic,2026-04-09,,29.0,credit_card
sub_02502,u_06271,basic,2025-06-01,,29.0,credit_card
sub_02503,u_06272,pro,2026-05-22,,79.0,paypal
sub_02504,u_06273,basic,2026-02-04,,29.0,credit_card
sub_02505,u_06274,basic,2026-01-21,,26.1,paypal
sub_02506,u_06279,basic,2026-04-30,,23.2,credit_card
sub_02507,u_06281,basic,2026-01-31,,29.0,credit_card
sub_02508,u_06282,basic,2025-11-03,,29.0,credit_card
sub_02509,u_06285,basic,2026-01-29,,29.0,paypal
sub_02510,u_06286,enterprise,2025-08-10,,249.0,credit_card
sub_02511,u_06287,basic,2026-03-10,2026-03-17,29.0,credit_card
sub_02512,u_06292,basic,2025-06-01,,29.0,bank_transfer
sub_02513,u_06293,basic,2026-04-05,2026-04-29,29.0,credit_card
sub_02514,u_06297,pro,2026-05-19,,79.0,credit_card
sub_02515,u_06299,basic,2026-04-07,,29.0,credit_card
sub_02516,u_06301,basic,2026-03-07,,29.0,credit_card
sub_02517,u_06304,basic,2026-03-22,,26.1,credit_card
sub_02518,u_06310,basic,2026-03-27,,26.1,credit_card
sub_02519,u_06311,pro,2026-02-12,,71.1,credit_card
sub_02520,u_06317,basic,2026-01-26,,29.0,credit_card
sub_02521,u_06320,pro,2026-01-11,,79.0,credit_card
sub_02522,u_06321,pro,2026-02-17,,79.0,credit_card
sub_02523,u_06322,enterprise,2026-02-06,,224.1,credit_card
sub_02524,u_06323,basic,2026-03-28,,29.0,credit_card
sub_02525,u_06324,pro,2026-05-19,,71.1,paypal
sub_02526,u_06328,basic,2026-03-01,,29.0,credit_card
sub_02527,u_06329,pro,2026-05-24,,71.1,credit_card
sub_02528,u_06331,basic,2025-11-29,,29.0,bank_transfer
sub_02529,u_06332,basic,2026-02-08,,23.2,credit_card
sub_02530,u_06333,pro,2026-02-17,,79.0,paypal
sub_02531,u_06334,basic,2026-04-21,,23.2,credit_card
sub_02532,u_06335,enterprise,2025-11-14,,249.0,credit_card
sub_02533,u_06341,basic,2026-01-01,,29.0,credit_card
sub_02534,u_06342,basic,2025-12-29,,23.2,bank_transfer
sub_02535,u_06343,basic,2025-09-20,,29.0,credit_card
sub_02536,u_06351,basic,2026-02-14,,26.1,paypal
sub_02537,u_06353,enterprise,2026-01-29,,199.2,credit_card
sub_02538,u_06355,enterprise,2025-06-01,,249.0,credit_card
sub_02539,u_06359,basic,2025-12-19,,29.0,credit_card
sub_02540,u_06362,pro,2026-04-21,,63.2,credit_card
sub_02541,u_06366,basic,2026-03-28,,23.2,credit_card
sub_02542,u_06371,basic,2026-04-01,,29.0,bank_transfer
sub_02543,u_06379,pro,2025-07-14,,71.1,bank_transfer
sub_02544,u_06384,pro,2026-03-03,,71.1,credit_card
sub_02545,u_06387,basic,2025-11-15,,29.0,credit_card
sub_02546,u_06392,basic,2025-11-11,,23.2,bank_transfer
sub_02547,u_06397,enterprise,2026-04-03,,249.0,bank_transfer
sub_02548,u_06399,enterprise,2025-08-21,,249.0,bank_transfer
sub_02549,u_06401,basic,2025-07-24,,29.0,credit_card
sub_02550,u_06404,pro,2026-05-23,,79.0,paypal
sub_02551,u_06405,pro,2025-07-16,,71.1,credit_card
sub_02552,u_06409,pro,2025-06-01,,79.0,paypal
sub_02553,u_06411,basic,2026-03-29,,29.0,paypal
sub_02554,u_06412,basic,2025-08-22,,29.0,credit_card
sub_02555,u_06413,basic,2026-03-19,,29.0,credit_card
sub_02556,u_06416,enterprise,2026-03-22,,249.0,paypal
sub_02557,u_06417,basic,2025-06-06,,29.0,credit_card
sub_02558,u_06418,basic,2025-11-04,,26.1,credit_card
sub_02559,u_06420,basic,2025-06-01,,26.1,credit_card
sub_02560,u_06423,basic,2026-04-17,,29.0,paypal
sub_02561,u_06425,basic,2026-05-07,,23.2,paypal
sub_02562,u_06431,basic,2025-06-01,,23.2,credit_card
sub_02563,u_06432,basic,2025-07-25,,29.0,credit_card
sub_02564,u_06435,basic,2026-01-31,,29.0,credit_card
sub_02565,u_06436,basic,2026-02-03,,26.1,credit_card
sub_02566,u_06437,basic,2026-05-14,,29.0,credit_card
sub_02567,u_06438,basic,2026-05-12,,29.0,credit_card
sub_02568,u_06443,basic,2026-05-27,2026-05-31,29.0,credit_card
